ngram,rank_books,share_books,rank_web,share_web,rank_subtlex,share_subtlex,rank_spread,stability_class,missing_from,gesture_tags
hec,1893,0.00006371,226,0.00085021,813,0.00024721,1667,web-leaning,"books,subtlex","contains_same_finger,double_row_change"
idn,2706,0.00001923,2552,0.00006277,226,0.00094926,2480,conversational-leaning,"books,web",double_row_change
nst,228,0.00097926,254,0.00079226,615,0.00035737,387,unstable,subtlex,double_row_change
esa,2373,0.00003201,228,0.00084716,2624,0.00001504,2396,web-leaning,"books,subtlex",
vie,696,0.00036241,229,0.00084630,948,0.00019191,719,web-leaning,"books,subtlex",
ses,230,0.00097621,311,0.00069306,609,0.00036010,379,unstable,subtlex,double_row_change
ote,402,0.00061767,230,0.00084250,610,0.00036003,380,unstable,subtlex,
ans,231,0.00096564,252,0.00079753,408,0.00055693,177,universal,,double_row_change
oes,862,0.00028562,1094,0.00022641,231,0.00093685,863,conversational-leaning,"books,web",
dth,2672,0.00001999,231,0.00084225,4052,0.00000195,3821,web-leaning,"books,subtlex",double_row_change
has,232,0.00096163,339,0.00066183,289,0.00076386,107,universal,,
gre,233,0.00095405,388,0.00060612,285,0.00078382,155,universal,,contains_same_finger
ppe,456,0.00055839,937,0.00027022,233,0.00093212,704,unstable,web,
ono,730,0.00034452,234,0.00084073,1204,0.00012882,970,web-leaning,"books,subtlex",double_row_change
esi,397,0.00062457,235,0.00083226,776,0.00026114,541,unstable,subtlex,double_row_change
fic,236,0.00095222,353,0.00064390,537,0.00041184,301,unstable,subtlex,double_row_change
ace,244,0.00094274,423,0.00056653,236,0.00090949,187,universal,,"contains_same_finger,double_row_change"
inf,509,0.00051411,236,0.00082901,1092,0.00015260,856,web-leaning,"books,subtlex",double_row_change
ual,237,0.00095148,451,0.00053909,519,0.00042829,282,unstable,subtlex,
mon,254,0.00093206,292,0.00071955,237,0.00090787,55,universal,,double_row_change
mer,277,0.00088949,237,0.00082796,482,0.00047578,245,universal,,
ien,238,0.00095091,355,0.00063704,264,0.00083602,117,universal,,
ath,310,0.00078948,444,0.00054394,238,0.00090676,206,universal,,double_row_change
nfo,895,0.00027657,238,0.00082704,1241,0.00012247,1003,web-leaning,"books,subtlex",double_row_change
gen,239,0.00094928,354,0.00063728,464,0.00049554,225,universal,,double_row_change
hap,587,0.00045062,1344,0.00018024,239,0.00090664,1105,conversational-leaning,"books,web",
mar,294,0.00084645,240,0.00082442,281,0.00079226,54,universal,,double_row_change
thr,309,0.00079747,502,0.00049260,240,0.00090298,262,unstable,web,double_row_change
unt,241,0.00094492,276,0.00075250,336,0.00066715,95,universal,,"contains_same_finger,double_row_change"
chi,245,0.00094141,241,0.00082282,295,0.00074127,54,universal,,double_row_change
yth,1320,0.00015014,480,0.00051102,241,0.00090017,1079,unstable,books,
ork,305,0.00080219,318,0.00068819,242,0.00089000,76,universal,,
uni,258,0.00092608,243,0.00081308,731,0.00028781,488,unstable,subtlex,"contains_same_finger,double_row_change"
rse,471,0.00054337,476,0.00051225,245,0.00088422,231,universal,,"redirect,double_row_change"
fer,246,0.00094138,379,0.00061617,525,0.00042465,279,unstable,subtlex,
giv,637,0.00041276,1457,0.00016222,246,0.00088331,1211,conversational-leaning,"books,web",double_row_change
aid,478,0.00053754,1007,0.00024751,247,0.00088157,760,unstable,web,double_row_change
low,248,0.00093899,335,0.00066482,364,0.00061266,116,universal,,contains_same_finger
ang,251,0.00093559,306,0.00070330,248,0.00087851,58,universal,,double_row_change
ach,249,0.00093739,361,0.00063100,391,0.00058207,142,universal,,double_row_change
uch,270,0.00089782,781,0.00033583,249,0.00087528,532,unstable,web,double_row_change
cau,510,0.00051384,1253,0.00019491,250,0.00087419,1003,conversational-leaning,"books,web",double_row_change
rst,376,0.00065058,392,0.00060088,251,0.00087221,141,universal,,double_row_change
sco,790,0.00031806,251,0.00079775,918,0.00020203,667,web-leaning,"books,subtlex",double_row_change
sse,252,0.00093456,321,0.00068227,457,0.00050259,205,universal,,
har,266,0.00090642,289,0.00072826,252,0.00087050,37,universal,,
aus,417,0.00060150,810,0.00032426,253,0.00086996,557,unstable,web,double_row_change
sor,828,0.00029772,453,0.00053687,254,0.00086777,574,unstable,books,
ffe,255,0.00093052,474,0.00051319,479,0.00047675,224,universal,,
rti,283,0.00086794,255,0.00079119,723,0.00029049,468,unstable,subtlex,contains_same_finger
lie,381,0.00064278,709,0.00036930,255,0.00085964,454,unstable,web,
rac,256,0.00092783,309,0.00069748,465,0.00049486,209,universal,,"redirect,double_row_change"
rep,330,0.00075047,256,0.00079099,692,0.00031249,436,unstable,subtlex,
sel,257,0.00092689,380,0.00061517,261,0.00084818,123,universal,,double_row_change
lov,1166,0.00018299,1455,0.00016254,257,0.00085748,1198,conversational-leaning,"books,web","contains_same_finger,double_row_change"
eso,1234,0.00016825,257,0.00078995,1776,0.00005546,1519,web-leaning,"books,subtlex",double_row_change
nig,1330,0.00014906,1745,0.00012374,258,0.00085704,1487,conversational-leaning,"books,web",double_row_change
tot,1402,0.00013436,258,0.00078709,1546,0.00007940,1288,web-leaning,"books,subtlex",
eli,331,0.00075000,299,0.00070858,259,0.00085398,72,universal,,double_row_change
ary,260,0.00092147,307,0.00070098,679,0.00032027,419,unstable,subtlex,
yin,732,0.00034362,571,0.00044748,260,0.00085324,472,conversational-leaning,"books,web",
ret,413,0.00060446,261,0.00077644,353,0.00063388,152,universal,,
led,262,0.00092059,559,0.00045472,306,0.00071608,297,unstable,web,"contains_same_finger,double_row_change"
may,367,0.00067321,630,0.00041211,262,0.00084485,368,unstable,web,double_row_change
ded,263,0.00091874,465,0.00052239,597,0.00036410,334,unstable,subtlex,"contains_same_finger,same_finger_chain,double_row_change"
duc,284,0.00086705,264,0.00077444,1047,0.00016613,783,unstable,subtlex,double_row_change
owe,265,0.00090663,496,0.00050254,498,0.00045336,233,universal,,
ays,551,0.00047917,553,0.00045894,265,0.00083598,288,conversational-leaning,"books,web",double_row_change
mbe,374,0.00065600,266,0.00077224,384,0.00058845,118,universal,,
ody,1125,0.00019346,1916,0.00010637,266,0.00083350,1650,conversational-leaning,"books,web",double_row_change
ini,267,0.00090159,286,0.00073330,548,0.00040017,281,unstable,subtlex,double_row_change
usi,490,0.00052486,267,0.00076794,513,0.00043778,246,unstable,subtlex,double_row_change
ope,268,0.00089991,295,0.00071671,304,0.00072193,36,universal,,
nge,269,0.00089845,283,0.00073977,276,0.00080652,14,universal,,double_row_change
mis,519,0.00050892,672,0.00038623,269,0.00082561,403,conversational-leaning,"books,web",double_row_change
rel,271,0.00089659,326,0.00067749,622,0.00035339,351,unstable,subtlex,
hol,393,0.00062556,684,0.00038070,271,0.00081239,413,unstable,web,"contains_same_finger,double_row_change"
bod,1048,0.00022030,1879,0.00010944,272,0.00081231,1607,conversational-leaning,"books,web",double_row_change
ade,273,0.00089521,345,0.00065799,387,0.00058685,114,universal,,contains_same_finger
ens,295,0.00084409,273,0.00075916,493,0.00046479,220,universal,,double_row_change
eep,899,0.00027503,1224,0.00019975,273,0.00080945,951,conversational-leaning,"books,web",
ale,530,0.00050330,274,0.00075464,795,0.00025394,521,web-leaning,"books,subtlex",
tch,826,0.00029883,626,0.00041377,274,0.00080780,552,conversational-leaning,"books,web",double_row_change
cia,275,0.00089297,334,0.00066773,646,0.00033980,371,unstable,subtlex,double_row_change
nev,955,0.00025634,1662,0.00013461,275,0.00080747,1387,conversational-leaning,"books,web",double_row_change
exp,276,0.00089077,493,0.00050386,532,0.00041569,256,unstable,subtlex,double_row_change
ngs,441,0.00057664,278,0.00074515,333,0.00067168,163,universal,,
tre,318,0.00077046,279,0.00074310,506,0.00044174,227,unstable,subtlex,contains_same_finger
nsi,281,0.00086895,424,0.00056635,550,0.00039975,269,unstable,subtlex,double_row_change
ond,282,0.00086819,308,0.00070000,338,0.00066230,56,universal,,double_row_change
guy,2850,0.00001554,3116,0.00003950,283,0.00078850,2833,conversational-leaning,"books,web",contains_same_finger
edt,4411,0.00000228,284,0.00073961,3565,0.00000387,4127,web-leaning,"books,subtlex","contains_same_finger,double_row_change"
nit,307,0.00080065,287,0.00073181,729,0.00028801,442,unstable,subtlex,
til,482,0.00053161,1044,0.00023909,288,0.00076896,756,unstable,web,
ora,518,0.00050924,288,0.00072964,1049,0.00016574,761,web-leaning,"books,subtlex",
imp,289,0.00085198,606,0.00042520,540,0.00040718,317,book-leaning,"web,subtlex","redirect,double_row_change"
tof,3743,0.00000489,290,0.00072258,3653,0.00000338,3453,web-leaning,"books,subtlex",
pec,291,0.00085039,437,0.00055038,512,0.00043817,221,unstable,subtlex,contains_same_finger
las,434,0.00058185,291,0.00072111,303,0.00072283,143,universal,,
cen,292,0.00085020,332,0.00066951,649,0.00033828,357,unstable,subtlex,"contains_same_finger,double_row_change"
shi,410,0.00060771,301,0.00070796,292,0.00076038,118,universal,,
ris,293,0.00084937,408,0.00058426,396,0.00057553,115,universal,,
ton,495,0.00052169,293,0.00071880,450,0.00050942,202,universal,,
ked,585,0.00045166,1168,0.00020959,293,0.00075983,875,conversational-leaning,"books,web","contains_same_finger,double_row_change"
ile,337,0.00073821,294,0.00071793,393,0.00057978,99,universal,,double_row_change
doe,1075,0.00020885,1553,0.00014768,294,0.00074269,1259,conversational-leaning,"books,web",
tai,296,0.00084124,391,0.00060130,445,0.00051474,149,universal,,double_row_change
bec,425,0.00059177,922,0.00027320,296,0.00074068,626,unstable,web,"contains_same_finger,double_row_change"
fre,595,0.00044716,296,0.00071478,624,0.00035215,328,web-leaning,"books,subtlex",contains_same_finger
ely,297,0.00083470,902,0.00027915,453,0.00050813,605,unstable,web,double_row_change
ors,433,0.00058257,297,0.00071051,569,0.00038313,272,unstable,subtlex,
arr,392,0.00062682,722,0.00035972,298,0.00073689,424,unstable,web,
fir,380,0.00064349,648,0.00040095,299,0.00073316,349,unstable,web,
uct,343,0.00072283,300,0.00070805,1244,0.00012149,944,unstable,subtlex,double_row_change
ula,301,0.00081657,618,0.00042052,890,0.00021340,589,book-leaning,"web,subtlex",
nly,358,0.00068639,813,0.00032152,301,0.00072754,512,unstable,web,double_row_change
ult,302,0.00081617,373,0.00061853,816,0.00024499,514,unstable,subtlex,double_row_change
bet,479,0.00053698,809,0.00032529,302,0.00072660,507,unstable,web,
ili,303,0.00080858,367,0.00062744,740,0.00028362,437,unstable,subtlex,double_row_change
gin,388,0.00063362,304,0.00070470,496,0.00046140,192,universal,,double_row_change
evi,571,0.00046691,305,0.00070350,876,0.00021859,571,web-leaning,"books,subtlex",double_row_change
fee,876,0.00028058,950,0.00026568,305,0.00071914,645,conversational-leaning,"books,web",
ife,623,0.00042227,1054,0.00023534,310,0.00071106,744,conversational-leaning,"books,web",double_row_change
vel,311,0.00078860,338,0.00066220,824,0.00024044,513,unstable,subtlex,double_row_change
iss,463,0.00054908,316,0.00069029,311,0.00070937,152,universal,,
tie,312,0.00078286,514,0.00048119,736,0.00028509,424,book-leaning,"web,subtlex",
ani,313,0.00077479,314,0.00069152,741,0.00028281,428,unstable,subtlex,double_row_change
vin,387,0.00063640,717,0.00036401,313,0.00070776,404,unstable,web,double_row_change
cul,314,0.00077371,843,0.00030539,958,0.00018936,644,book-leaning,"web,subtlex",double_row_change
tar,529,0.00050422,376,0.00061701,314,0.00070143,215,unstable,books,double_row_change
hil,315,0.00077357,628,0.00041283,417,0.00054694,313,unstable,web,double_row_change
dit,406,0.00061116,315,0.00069129,1084,0.00015468,769,unstable,subtlex,
ria,317,0.00077184,505,0.00048862,807,0.00024816,490,book-leaning,"web,subtlex",
efo,548,0.00048430,317,0.00068970,488,0.00047010,231,unstable,books,double_row_change
ait,1195,0.00017699,2047,0.00009395,318,0.00069150,1729,conversational-leaning,"books,web",
ivi,319,0.00076564,623,0.00041598,642,0.00034310,323,book-leaning,"web,subtlex",double_row_change
eet,724,0.00034812,676,0.00038516,319,0.00069054,405,conversational-leaning,"books,web",
ndt,3686,0.00000525,319,0.00068624,3122,0.00000710,3367,web-leaning,"books,subtlex",double_row_change
ves,320,0.00076538,494,0.00050336,451,0.00050919,174,universal,,double_row_change
cre,322,0.00076409,349,0.00064968,455,0.00050772,133,universal,,
log,507,0.00051518,322,0.00068226,1041,0.00016768,719,web-leaning,"books,subtlex","contains_same_finger,double_row_change"
oll,323,0.00076162,351,0.00064645,452,0.00050824,129,universal,,contains_same_finger
ute,525,0.00050774,536,0.00047202,324,0.00068105,212,conversational-leaning,"books,web",
epr,923,0.00026740,324,0.00067821,1712,0.00006140,1388,web-leaning,"books,subtlex",
isi,457,0.00055799,325,0.00067820,821,0.00024203,496,unstable,subtlex,double_row_change
war,326,0.00075493,350,0.00064765,475,0.00048199,149,universal,,"redirect,double_row_change"
equ,327,0.00075461,430,0.00055373,1209,0.00012766,882,unstable,subtlex,
llo,420,0.00059887,447,0.00054140,327,0.00067830,120,universal,,contains_same_finger
mai,661,0.00039284,327,0.00067691,1087,0.00015421,760,web-leaning,"books,subtlex",double_row_change
tro,328,0.00075433,458,0.00052917,426,0.00053696,130,universal,,contains_same_finger
ful,431,0.00058840,720,0.00036270,328,0.00067817,392,unstable,web,double_row_change
top,1148,0.00018771,329,0.00067366,383,0.00058858,819,unstable,books,
tis,617,0.00042891,330,0.00067169,1173,0.00013475,843,web-leaning,"books,subtlex",
sai,611,0.00043415,1239,0.00019760,331,0.00067517,908,conversational-leaning,"books,web",
iew,925,0.00026711,331,0.00067145,1647,0.00006741,1316,web-leaning,"books,subtlex",
ian,332,0.00074789,386,0.00060711,722,0.00029065,390,unstable,subtlex,double_row_change
ann,662,0.00039080,530,0.00047424,332,0.00067212,330,conversational-leaning,"books,web",
sid,333,0.00074780,669,0.00038806,357,0.00062939,336,unstable,web,double_row_change
net,914,0.00027009,333,0.00066874,1332,0.00010774,999,web-leaning,"books,subtlex",
ise,334,0.00074750,459,0.00052860,397,0.00057492,125,universal,,double_row_change
eca,559,0.00047472,471,0.00051920,334,0.00067018,225,unstable,books,"contains_same_finger,double_row_change"
tru,336,0.00073836,643,0.00040300,395,0.00057574,307,unstable,web,contains_same_finger
nan,912,0.00027052,336,0.00066415,1032,0.00017054,696,web-leaning,"books,subtlex",double_row_change
erm,349,0.00070305,337,0.00066337,931,0.00019701,594,unstable,subtlex,
try,645,0.00040684,777,0.00033771,337,0.00066383,440,conversational-leaning,"books,web",contains_same_finger
que,338,0.00073439,495,0.00050286,572,0.00038068,234,unstable,subtlex,
lli,428,0.00058913,419,0.00057026,339,0.00065381,89,universal,,
med,340,0.00073091,428,0.00055981,551,0.00039901,211,unstable,subtlex,"contains_same_finger,double_row_change"
wai,1690,0.00008666,2307,0.00007612,340,0.00065343,1967,conversational-leaning,"books,web",double_row_change
onl,439,0.00057900,341,0.00066088,359,0.00062318,98,universal,,double_row_change
ney,1196,0.00017689,1205,0.00020334,341,0.00064895,864,conversational-leaning,"books,web",
won,1816,0.00007151,2413,0.00007044,342,0.00064641,2071,conversational-leaning,"books,web",
hit,1049,0.00022011,1064,0.00023226,343,0.00064515,721,conversational-leaning,"books,web",
ron,408,0.00060946,442,0.00054528,344,0.00064389,98,universal,,
dto,6599,0.00000025,344,0.00065861,4497,0.00000103,6255,web-leaning,"books,subtlex",
cor,346,0.00071274,393,0.00059906,580,0.00037710,234,unstable,subtlex,
hos,424,0.00059325,787,0.00033367,347,0.00064110,440,unstable,web,double_row_change
hot,1339,0.00014659,347,0.00065696,544,0.00040440,992,web-leaning,"books,subtlex",
eac,348,0.00070595,470,0.00051937,509,0.00043953,161,unstable,subtlex,double_row_change
fri,922,0.00026759,845,0.00030502,348,0.00063959,574,conversational-leaning,"books,web",contains_same_finger
eop,722,0.00034903,824,0.00031708,349,0.00063859,475,conversational-leaning,"books,web",
fac,350,0.00070198,625,0.00041450,589,0.00037063,275,book-leaning,"web,subtlex",redirect
suc,353,0.00069762,973,0.00025752,755,0.00027389,620,book-leaning,"web,subtlex",double_row_change
opl,717,0.00035285,926,0.00027224,354,0.00063269,572,conversational-leaning,"books,web",
ars,436,0.00058019,522,0.00047736,356,0.00063173,166,unstable,web,"redirect,double_row_change"
oli,357,0.00068793,357,0.00063328,614,0.00035746,257,unstable,subtlex,"contains_same_finger,double_row_change"
vid,440,0.00057771,358,0.00063273,972,0.00018366,614,unstable,subtlex,double_row_change
peo,763,0.00033069,1005,0.00024773,358,0.00062653,647,conversational-leaning,"books,web",
mil,359,0.00068589,504,0.00049070,381,0.00059413,145,unstable,web,double_row_change
rev,550,0.00048198,359,0.00063235,951,0.00019158,592,web-leaning,"books,subtlex",
two,469,0.00054532,596,0.00043237,361,0.00061913,235,unstable,web,
rop,362,0.00068080,561,0.00045350,716,0.00029502,354,book-leaning,"web,subtlex",
ita,363,0.00068035,404,0.00058698,809,0.00024809,446,unstable,subtlex,
